feedback_id,delivery_id,rating,comment,feedback_datetime
F01004752,D2026013076,5,"Great experience, no complaints.",59:15.3
F01004753,D2026013078,4,"Reasonable speed, package was fine.",01:13.0
F01004754,D2026013083,3,Driver could be more friendly.,26:28.8
F01004755,D2026013085,5,"Excellent service, package arrived in perfect condition.",58:57.8
F01004756,D2026013089,5,Driver was very friendly and on time.,43:04.2
F01004757,D2026013090,5,"Driver called ahead, super helpful.",44:00.1
F01004758,D2026013095,5,"On time as always, thanks!",08:05.9
F01004759,D2026013096,5,"Driver called ahead, super helpful.",37:11.2
F01004760,D2026013097,4,,58:32.4
F01004761,D2026013099,2,,32:42.9
F01004762,D2026013105,4,"Reasonable speed, package was fine.",49:04.6
F01004763,D2026013112,5,"Driver called ahead, super helpful.",01:25.1
F01004764,D2026013113,5,Driver was very friendly and on time.,05:16.9
F01004765,D2026013116,5,"On time as always, thanks!",53:30.7
F01004766,D2026013118,3,,02:25.9
F01004767,D2026013119,5,"Great experience, no complaints.",08:09.2
F01004768,D2026013120,5,"Delivered ahead of schedule, very impressed.",47:11.3
F01004769,D2026013122,5,"Delivered ahead of schedule, very impressed.",46:33.3
F01004770,D2026013123,2,Package looked roughly handled. The driver came hours after the promised time. Item was broken when it arrived.,41:37.3
F01004771,D2026013125,4,,50:26.9
F01004772,D2026013128,4,,58:06.6
F01004773,D2026013130,5,"Excellent service, package arrived in perfect condition.",36:43.0
F01004774,D2026013135,5,,44:38.8
F01004775,D2026013139,5,,55:02.2
F01004776,D2026013140,3,Average experience.,00:01.9
F01004777,D2026013141,5,"Delivered ahead of schedule, very impressed.",46:05.6
F01004778,D2026013142,4,"Came within the window, all good.",04:21.1
F01004779,D2026013144,5,"Great experience, no complaints.",22:27.6
F01004780,D2026013147,1,Package arrived damaged! Very late and no notification at all.,37:51.6
F01004781,D2026013148,4,,50:01.1
F01004782,D2026013152,5,"Excellent service, package arrived in perfect condition.",19:46.3
F01004783,D2026013153,5,"Driver called ahead, super helpful.",34:15.3
F01004784,D2026013154,1,"Terrible experience, will not use again.",53:14.9
F01004785,D2026013160,4,,44:51.0
F01004786,D2026013165,4,Good service overall.,21:39.3
F01004787,D2026013166,,"Driver called ahead, super helpful.",01:41.3
F01004788,D2026013169,5,Polite and professional driver.,21:58.4
F01004789,D2026013170,4,Good service overall.,53:44.8
F01004790,D2026013175,5,Polite and professional driver.,25:07.2
F01004791,D2026013177,5,"Excellent service, package arrived in perfect condition.",39:28.1
F01004792,D2026013178,4,"Reasonable speed, package was fine.",38:32.6
F01004793,D2026013188,5,"Driver called ahead, super helpful.",52:44.6
F01004794,D2026013191,3,,10:45.4
F01004795,D2026013192,5,Driver was very friendly and on time.,31:28.7
F01004796,D2026013193,5,"On time as always, thanks!",44:00.6
F01004797,D2026013194,5,"Driver called ahead, super helpful.",14:12.1
F01004798,D2026013197,5,Driver was very friendly and on time.,51:47.0
F01004799,D2026013199,4,"Delivery was on time, no issues.",47:23.3
F01004800,D2026013204,5,"Excellent service, package arrived in perfect condition.",45:22.4
F01004801,D2026013207,5,"Smooth delivery, will use again.",40:43.7
F01004802,D2026013210,3,Service was just okay. ï¿½ï¿½ï,44:44.1
F01004803,D2026013212,5,"Great experience, no complaints.",13:17.3
F01004804,D2026013220,4,"Reasonable speed, package was fine.",14:28.8
F01004805,D2026013226,5,"Delivered ahead of schedule, very impressed.",47:01.9
F01004806,D2026013227,5,"Driver called ahead, super helpful.",52:55.4
F01004807,D2026013231,2,Package looked roughly handled. Promised window was completely missed.,19:42.8
F01004808,D2026013233,4,,26:07.2
F01004809,D2026013236,3,Service was just okay.,06:32.4
F01004810,D2026013237,5,"Great experience, no complaints.",05:23.1
F01004811,D2026013239,4,"Driver was okay, would recommend.",11:06.9
F01004812,D2026013242,1,This is unacceptable. The driver came hours after the promised time. Expected better for the express tier.,31:56.0
F01004813,D2026013243,5,"Smooth delivery, will use again.",08:04.2
F01004814,D2026013247,5,,38:31.1
F01004815,D2026013248,5,"Excellent service, package arrived in perfect condition.",39:25.8
F01004816,D2026013249,5,"Delivered ahead of schedule, very impressed.",47:25.5
F01004817,D2026013251,3,Average experience.,58:15.3
F01004818,D2026013255,5,,13:55.9
F01004819,D2026013259,2,Communication was poor.,50:42.4
F01004820,D2026013261,4,,06:29.9
F01004821,D2026013265,5,"Smooth delivery, will use again.",03:48.4
F01004822,D2026013267,4,"Delivery was on time, no issues.",08:04.9
F01004823,D2026013270,,Driver was extremely unprofessional. Very late and no notification at all.,30:56.9
F01004824,D2026013273,4,"Reasonable speed, package was fine.",10:58.1
F01004825,D2026013276,5,Driver was very friendly and on time.,02:49.7
F01004826,D2026013278,5,"Driver called ahead, super helpful.",37:42.9
F01004827,D2026013279,3,Delivery was acceptable.,12:16.0
F01004828,D2026013281,4,"Reasonable speed, package was fine.",58:17.0
F01004829,D2026013284,5,"Driver called ahead, super helpful.",43:56.6
F01004830,D2026013286,4,"Came within the window, all good.",43:12.3
F01004831,D2026013287,5,"Delivered ahead of schedule, very impressed.",50:50.9
F01004832,D2026013289,3,Service was just okay.,40:02.4
F01004833,D2026013294,5,"On time as always, thanks!",07:04.2
F01004834,D2026013296,5,"Excellent service, package arrived in perfect condition.",13:07.9
F01004835,D2026013297,,"On time as always, thanks!",07:06.0
F01004836,D2026013298,5,Polite and professional driver.,06:42.7
F01004837,D2026013299,1,"Terrible experience, will not use again.",45:55.4
F01004838,D2026013300,5,Polite and professional driver.,19:55.7
F01004839,D2026013306,4,"Came within the window, all good.",40:26.7
F01004840,D2026013308,5,"On time as always, thanks!",42:53.3
F01004841,D2026013310,5,"Smooth delivery, will use again.",58:27.9
F01004842,D2026013312,5,"Great experience, no complaints.",05:21.4
F01004843,D2026013318,5,Driver was very friendly and on time.,04:12.0
F01004844,D2026013320,2,Why is it so slow these days? Promised window was completely missed.,15:45.6
F01004845,D2026013324,5,"Driver called ahead, super helpful.",27:13.0
F01004846,D2026013326,5,"Polite and professional driver. Smooth lah, thanks.",30:46.0
F01004847,D2026013328,5,,35:12.6
F01004848,D2026013329,5,"Smooth delivery, will use again.",17:20.8
F01004849,D2026013341,5,"Smooth delivery, will use again.",38:56.9
F01004850,D2026013342,4,"Came within the window, all good.",41:55.4
F01004851,D2026013343,5,"Delivered ahead of schedule, very impressed.",45:12.4
F01004852,D2026013348,5,,08:22.4
F01004853,D2026013349,4,"Delivery was on time, no issues.",11:20.9
F01004854,D2026013350,4,Good service overall.,27:21.9
F01004855,D2026013353,4,,47:45.3
F01004856,D2026013356,5,Driver was very friendly and on time.,48:19.9
F01004857,D2026013357,5,"Polite and professional driver. Smooth lah, thanks.",43:41.5
F01004858,D2026013358,5,,11:19.1
F01004859,D2026013359,4,"Delivery was on time, no issues.",31:47.4
F01004860,D2026013365,4,Good service overall.,33:30.8
F01004861,D2026013372,4,No problems with the delivery.,05:40.8
F01004862,D2026013374,5,Polite and professional driver.,47:40.3
F01004863,D2026013375,4,Good service overall.,31:35.7
F01004864,D2026013378,3,Service was just okay.,53:51.8
F01004865,D2026013379,5,Driver was very friendly and on time.,09:15.7
F01004866,D2026013381,5,"Delivered ahead of schedule, very impressed. Smooth lah, thanks.",22:22.4
F01004867,D2026013382,4,,01:17.0
F01004868,D2026013383,4,,13:49.5
F01004869,D2026013389,5,,59:49.8
F01004870,D2026013393,5,"Smooth delivery, will use again.",51:58.1
F01004871,D2026013394,5,"Smooth delivery, will use again.",22:43.8
F01004872,D2026013399,5,"Smooth delivery, will use again.",41:18.5
F01004873,D2026013400,5,Driver was very friendly and on time.,22:21.9
F01004874,D2026013401,4,,24:54.4
F01004875,D2026013403,4,"Reasonable speed, package was fine.",54:07.0
F01004876,D2026013404,5,"Excellent service, package arrived in perfect condition.",12:01.3
F01004877,D2026013408,4,,58:06.5
F01004878,D2026013409,,"Delivered ahead of schedule, very impressed.",51:16.0
F01004879,D2026013410,5,,58:25.1
F01004880,D2026013413,4,,21:12.9
F01004881,D2026013414,5,,51:37.6
F01004882,D2026013417,4,Good service overall.,05:12.2
F01004883,D2026013418,4,,19:37.9
F01004884,D2026013419,5,"Smooth delivery, will use again.",44:30.0
F01004885,D2026013420,3,Delivery was acceptable.,45:10.0
F01004886,D2026013424,,"On time as always, thanks! Smooth lah, thanks.",10:22.9
F01004887,D2026013427,4,,23:34.6
F01004888,D2026013434,5,"Excellent service, package arrived in perfect condition.",43:33.7
F01004889,D2026013438,5,,10:38.5
F01004890,D2026013442,1,Hours late with no communication. The driver came hours after the promised time.,17:10.2
F01004891,D2026013443,5,,23:16.2
F01004892,D2026013444,5,"Delivered ahead of schedule, very impressed.",51:57.4
F01004893,D2026013446,5,"Excellent service, package arrived in perfect condition.",21:45.5
F01004894,D2026013448,4,,04:07.0
F01004895,D2026013449,4,"Reasonable speed, package was fine.",11:15.4
F01004896,D2026013450,5,"Driver called ahead, super helpful.",09:46.6
F01004897,D2026013452,5,"On time as always, thanks!",29:29.8
F01004898,D2026013456,5,Driver was very friendly and on time. ï¿,49:32.1
F01004899,D2026013457,5,"Delivered ahead of schedule, very impressed.",58:41.2
F01004900,D2026013458,4,,08:00.4
F01004901,D2026013461,3,Delivery was acceptable.,29:37.8
F01004902,D2026013463,5,,35:45.0
F01004903,D2026013467,4,No problems with the delivery.,34:17.2
F01004904,D2026013470,4,"Came within the window, all good.",54:10.8
F01004905,D2026013473,3,Delivery was acceptable.,47:33.9
F01004906,D2026013477,5,Polite and professional driver.,14:13.6
F01004907,D2026013478,1,Package was broken when I opened it.,31:16.2
F01004908,D2026013482,4,,01:13.9
F01004909,D2026013484,5,Driver was very friendly and on time.,18:44.7
F01004910,D2026013485,1,Package arrived damaged! The driver came hours after the promised time.,57:27.7
F01004911,D2026013487,5,"Delivered ahead of schedule, very impressed.",15:41.3
F01004912,D2026013490,4,No problems with the delivery.,36:40.1
F01004913,D2026013491,5,"Delivered ahead of schedule, very impressed.",50:39.8
F01004914,D2026013492,5,"Delivered ahead of schedule, very impressed. Fast fast, shiok.",40:42.2
F01004915,D2026013494,5,"Excellent service, package arrived in perfect condition.",17:23.1
F01004916,D2026013497,5,"Delivered ahead of schedule, very impressed.",42:58.8
F01004917,D2026013503,5,"Smooth delivery, will use again.",14:09.4
F01004918,D2026013504,5,"Excellent service, package arrived in perfect condition.",01:31.4
F01004919,D2026013506,4,"Came within the window, all good.",51:43.2
F01004920,D2026013507,1,Package arrived damaged!,04:47.4
F01004921,D2026013510,5,"Driver called ahead, super helpful.",39:23.2
F01004922,D2026013511,4,Good service overall.,30:16.7
F01004923,D2026013513,4,"Driver was okay, would recommend.",54:02.4
F01004924,D2026013516,5,"Smooth delivery, will use again.",42:29.0
F01004925,D2026013517,2,Driver was rude on arrival.,11:07.0
F01004926,D2026013519,4,No problems with the delivery.,07:43.0
F01004927,D2026013522,4,,12:01.0
F01004928,D2026013524,5,"Excellent service, package arrived in perfect condition.",44:38.7
F01004929,D2026013525,5,"Driver called ahead, super helpful. Driver very polite, can!",43:10.6
F01004930,D2026013526,1,Hours late with no communication. The driver came hours after the promised time.,47:11.5
F01004931,D2026013527,4,Good service overall.,33:25.8
F01004932,D2026013528,5,,18:35.3
F01004933,D2026013531,5,"Smooth delivery, will use again.",42:29.1
F01004934,D2026013533,5,"Driver called ahead, super helpful.",26:22.7
F01004935,D2026013537,5,"Delivered ahead of schedule, very impressed.",09:18.4
F01004936,D2026013539,4,,08:04.4
F01004937,D2026013541,5,"Driver called ahead, super helpful.",45:51.2
F01004938,D2026013544,5,"Driver called ahead, super helpful.",15:16.9
F01004939,D2026013545,4,"Reasonable speed, package was fine.",54:41.2
F01004940,D2026013547,4,"Reasonable speed, package was fine.",47:24.9
F01004941,D2026013548,5,Polite and professional driver.,25:43.6
F01004942,D2026013553,4,,49:33.2
F01004943,D2026013557,4,,09:34.6
F01004944,D2026013559,5,"Delivered ahead of schedule, very impressed.",06:08.6
F01004945,D2026013573,,Good service overall.,45:23.8
F01004946,D2026013575,4,No problems with the delivery.,27:31.4
F01004947,D2026013576,4,"Came within the window, all good.",14:55.4
F01004948,D2026013580,3,,37:26.0
F01004949,D2026013582,1,"Terrible experience, will not use again.",41:37.2
F01004950,D2026013583,4,,42:44.6
F01004951,D2026013584,5,Driver was very friendly and on time.,30:22.3
F01004952,D2026013585,4,Good service overall.,18:35.7
F01004953,D2026013591,5,"Excellent service, package arrived in perfect condition.",53:45.9
F01004954,D2026013592,4,Good service overall.,47:56.8
F01004955,D2026013593,,"Nothing special, nothing terrible.",36:28.3
F01004956,D2026013596,4,Good service overall.,24:04.0
F01004957,D2026013604,2,"Communication was poor. Late again, this is becoming a pattern.",13:21.0
F01004958,D2026013605,3,Service was just okay.,13:54.0
F01004959,D2026013606,5,"Excellent service, package arrived in perfect condition. Smooth lah, thanks.",23:42.7
F01004960,D2026013607,4,,32:00.6
F01004961,D2026013608,5,"On time as always, thanks!",59:45.4
F01004962,D2026013609,5,,34:41.8
F01004963,D2026013611,4,,38:42.5
F01004964,D2026013613,4,,18:29.8
F01004965,D2026013615,5,,23:37.9
F01004966,D2026013619,5,Driver was very friendly and on time.,14:16.5
F01004967,D2026013620,3,Delivery was acceptable.,58:53.5
F01004968,D2026013623,4,,44:47.3
F01004969,D2026013627,4,,33:29.0
F01004970,D2026013633,5,"Delivered ahead of schedule, very impressed.",06:29.5
F01004971,D2026013639,4,,34:07.6
F01004972,D2026013640,4,"Driver was okay, would recommend.",19:00.1
F01004973,D2026013644,4,Good service overall.,35:07.5
F01004974,D2026013646,5,"Great experience, no complaints.",22:41.2
F01004975,D2026013648,2,Communication was poor.,14:59.0
F01004976,D2026013649,5,"Driver called ahead, super helpful.",37:04.7
F01004977,D2026013650,4,"Driver was okay, would recommend.",19:30.9
F01004978,D2026013653,4,No problems with the delivery.,46:44.3
F01004979,D2026013654,4,"Driver was okay, would recommend.",11:12.9
F01004980,D2026013656,5,"Delivered ahead of schedule, very impressed. Fast fast, shiok.",53:57.6
F01004981,D2026013661,1,,18:28.4
F01004982,D2026013662,2,,04:47.5
F01004983,D2026013663,5,"Great experience, no complaints.",56:52.7
F01004984,D2026013664,5,"Delivered ahead of schedule, very impressed.",16:29.1
F01004985,D2026013666,5,"Great experience, no complaints.",48:26.3
F01004986,D2026013667,5,"Driver called ahead, super helpful. ï¿½ï¿½ï¿",46:42.5
F01004987,D2026013669,4,Good service overall.,55:50.3
F01004988,D2026013670,5,"Great experience, no complaints.",58:10.8
F01004989,D2026013672,2,Not happy with how long this took. Very late and no notification at all. Like that how to use again?,52:11.0
F01004990,D2026013673,4,"Driver was okay, would recommend.",36:56.6
F01004991,D2026013675,5,"Great experience, no complaints.",06:47.1
F01004992,D2026013676,5,"Driver called ahead, super helpful.",45:50.9
F01004993,D2026013678,4,"Reasonable speed, package was fine.",11:55.3
F01004994,D2026013680,5,Driver was very friendly and on time.,40:00.1
F01004995,D2026013681,4,"Came within the window, all good.",05:13.7
F01004996,D2026013682,4,"Came within the window, all good.",07:18.9
F01004997,D2026013683,2,"Delivery was late, no update from the driver.",51:12.8
F01004998,D2026013696,3,"Nothing special, nothing terrible.",26:04.0
F01004999,D2026013703,4,"Came within the window, all good.",54:19.8
F01005000,D2026013706,5,,13:09.1
F01005001,D2026013707,5,"Excellent service, package arrived in perfect condition.",37:38.0
F01005002,D2026013708,1,"Terrible experience, will not use again. Promised window was completely missed.",04:12.7
F01005003,D2026013714,4,Good service overall.,06:13.5
F01005004,D2026013715,5,"Smooth delivery, will use again.",31:44.9
F01005005,D2026013717,5,Driver was very friendly and on time.,24:07.5
F01005006,D2026013719,4,"Reasonable speed, package was fine.",34:23.2
F01005007,D2026013721,5,"Polite and professional driver. Fast fast, shiok.",29:09.5
F01005008,D2026013722,4,"Delivery was on time, no issues.",48:08.8
F01005009,D2026013724,5,"Smooth delivery, will use again.",19:39.4
F01005010,D2026013726,4,"Reasonable speed, package was fine.",50:28.6
F01005011,D2026013727,5,"On time as always, thanks!",56:38.1
F01005012,D2026013728,2,Not happy with how long this took. The driver came hours after the promised time.,45:30.6
F01005013,D2026013729,4,"Came within the window, all good.",27:26.1
F01005014,D2026013730,5,Driver was very friendly and on time.,14:52.9
F01005015,D2026013732,5,"Excellent service, package arrived in perfect condition.",44:55.3
F01005016,D2026013735,4,"Delivery was on time, no issues.",48:20.1
F01005017,D2026013737,3,Driver could be more friendly.,07:09.7
F01005018,D2026013739,3,,27:09.5
F01005019,D2026013741,3,,15:11.9
F01005020,D2026013745,5,,24:02.8
F01005021,D2026013750,5,"Great experience, no complaints.",27:08.8
F01005022,D2026013752,5,"Smooth delivery, will use again.",28:09.3
F01005023,D2026013753,4,Good service overall.,42:55.8
F01005024,D2026013754,5,"Polite and professional driver. Smooth lah, thanks.",23:53.9
F01005025,D2026013759,5,Driver was very friendly and on time.,18:37.3
F01005026,D2026013760,4,,39:20.9
F01005027,D2026013761,5,"Delivered ahead of schedule, very impressed.",42:30.8
F01005028,D2026013762,4,"Delivery was on time, no issues.",04:36.6
F01005029,D2026013765,4,"Delivery was on time, no issues.",09:49.7
F01005030,D2026013771,5,"Excellent service, package arrived in perfect condition.",37:36.9
F01005031,D2026013772,5,"On time as always, thanks!",28:55.2
F01005032,D2026013774,3,"Nothing special, nothing terrible.",01:56.9
F01005033,D2026013775,5,"Smooth delivery, will use again.",43:29.1
F01005034,D2026013777,3,Delivery was acceptable.,17:43.4
F01005035,D2026013778,4,"Came within the window, all good. ï¿½ï¿½",38:38.1
F01005036,D2026013785,5,"Driver called ahead, super helpful.",48:58.0
F01005037,D2026013793,,,32:11.0
F01005038,D2026013801,4,,35:42.0
F01005039,D2026013802,1,Driver was extremely unprofessional. The driver came hours after the promised time.,53:55.9
F01005040,D2026013810,5,"Polite and professional driver. Driver very polite, can!",07:38.4
F01005041,D2026013811,5,"Driver called ahead, super helpful.",44:09.1
F01005042,D2026013815,5,,32:21.3
F01005043,D2026013823,4,"Came within the window, all good.",41:18.9
F01005044,D2026013824,3,,21:02.3
F01005045,D2026013826,5,Polite and professional driver.,25:44.0
F01005046,D2026013827,4,No problems with the delivery.,35:06.5
F01005047,D2026013829,5,"Smooth delivery, will use again.",53:58.8
F01005048,D2026013831,5,Driver was very friendly and on time.,12:49.9
F01005049,D2026013837,5,"Excellent service, package arrived in perfect condition.",02:30.4
F01005050,D2026013839,1,This is unacceptable. Very late and no notification at all.,29:30.4
F01005051,D2026013841,5,"Great experience, no complaints.",34:25.4
F01005052,D2026013842,5,"Great experience, no complaints.",06:48.6
F01005053,D2026013843,5,Driver was very friendly and on time.,24:33.4
F01005054,D2026013844,1,Package was broken when I opened it. Why so slow ah?,37:17.4
F01005055,D2026013846,3,,15:06.4
F01005056,D2026013850,5,"On time as always, thanks!",44:14.5
F01005057,D2026013851,5,,17:28.6
F01005058,D2026013852,5,"On time as always, thanks!",35:04.1
F01005059,D2026013855,5,"Excellent service, package arrived in perfect condition. Fast fast, shiok. ï¿",06:13.7
F01005060,D2026013856,4,"Reasonable speed, package was fine.",26:15.3
F01005061,D2026013857,5,"Driver called ahead, super helpful.",20:50.2
F01005062,D2026013860,4,,26:36.5
F01005063,D2026013863,5,"Delivered ahead of schedule, very impressed.",57:15.1
F01005064,D2026013869,5,"Great experience, no complaints.",22:12.1
F01005065,D2026013872,4,,58:59.5
F01005066,D2026013873,5,"Smooth delivery, will use again.",12:41.0
F01005067,D2026013874,5,"Delivered ahead of schedule, very impressed.",39:03.7
F01005068,D2026013876,4,"Reasonable speed, package was fine.",01:29.5
F01005069,D2026013879,5,"Driver was very friendly and on time. Smooth lah, thanks.",04:53.4
F01005070,D2026013881,5,Polite and professional driver.,06:06.6
F01005071,D2026013883,4,No problems with the delivery.,25:18.9
F01005072,D2026013884,5,"Great experience, no complaints.",46:23.0
F01005073,D2026013886,5,,44:34.8
F01005074,D2026013887,4,"Delivery was on time, no issues.",52:38.3
F01005075,D2026013889,5,"Smooth delivery, will use again.",25:50.3
F01005076,D2026013893,3,Average experience.,05:21.7
F01005077,D2026013894,4,,21:22.6
F01005078,D2026013895,,This is unacceptable. Very late and no notification at all.,40:10.1
F01005079,D2026013898,5,"Driver was very friendly and on time. Fast fast, shiok.",31:22.8
F01005080,D2026013900,4,"Reasonable speed, package was fine.",38:48.8
F01005081,D2026013905,2,,19:26.7
F01005082,D2026013906,5,"Excellent service, package arrived in perfect condition.",09:00.0
F01005083,D2026013907,5,,46:17.1
F01005084,D2026013908,5,"Smooth delivery, will use again.",28:22.1
F01005085,D2026013910,4,,50:52.7
F01005086,D2026013911,,,37:25.0
F01005087,D2026013914,5,"Excellent service, package arrived in perfect condition.",58:19.8
F01005088,D2026013920,4,"Driver was okay, would recommend.",44:36.2
F01005089,D2026013922,5,"Delivered ahead of schedule, very impressed.",59:55.7
F01005090,D2026013924,5,"Delivered ahead of schedule, very impressed.",56:37.3
F01005091,D2026013926,5,Polite and professional driver.,56:41.2
F01005092,D2026013928,5,"Smooth delivery, will use again.",03:19.6
F01005093,D2026013930,5,,43:40.4
F01005094,D2026013931,5,Polite and professional driver.,38:07.7
F01005095,D2026013934,5,,41:01.3
F01005096,D2026013935,5,"Driver called ahead, super helpful.",04:10.0
F01005097,D2026013936,5,,26:00.8
F01005098,D2026013937,4,No problems with the delivery.,20:30.8
F01005099,D2026013938,5,,05:36.0
F01005100,D2026013940,5,"Delivered ahead of schedule, very impressed.",02:10.2
F01005101,D2026013942,5,"Driver was very friendly and on time. Driver very polite, can!",30:18.1
F01005102,D2026013943,5,"Driver called ahead, super helpful. Smooth lah, thanks.",16:29.4
F01005103,D2026013951,4,"Reasonable speed, package was fine.",15:18.2
F01005104,D2026013958,3,,55:50.4
F01005105,D2026013959,5,"On time as always, thanks!",22:49.4
F01005106,D2026013961,5,"Smooth delivery, will use again.",25:28.6
F01005107,D2026013966,4,"Reasonable speed, package was fine.",43:22.9
F01005108,D2026013970,4,"Came within the window, all good.",58:59.8
F01005109,D2026013971,4,,02:29.9
F01005110,D2026013977,4,,43:40.6
F01005111,D2026013979,5,"Excellent service, package arrived in perfect condition.",51:32.2
F01005112,D2026013980,4,,28:37.9
F01005113,D2026013988,5,Driver was very friendly and on time.,43:18.2
F01005114,D2026013997,5,,16:33.7
F01005115,D2026013999,5,"On time as always, thanks! Smooth lah, thanks.",54:05.0
F01005116,D2026014000,5,"Great experience, no complaints. Driver very polite, can!",38:55.7
F01005117,D2026014004,1,This is unacceptable. Like that how to use again?,54:27.4
F01005118,D2026014005,5,"Excellent service, package arrived in perfect condition.",31:02.2
F01005119,D2026014013,3,Average experience.,40:17.9
F01005120,D2026014014,5,"Driver called ahead, super helpful.",45:56.0
F01005121,D2026014020,5,"Excellent service, package arrived in perfect condition.",15:04.0
F01005122,D2026014021,5,"On time as always, thanks!",51:06.5
F01005123,D2026014028,5,"Smooth delivery, will use again.",20:28.9
F01005124,D2026014029,4,"Delivery was on time, no issues.",31:59.3
F01005125,D2026014035,3,Delivery was acceptable.,17:28.6
F01005126,D2026014039,5,Driver was very friendly and on time.,43:57.1
F01005127,D2026014040,4,,34:14.2
F01005128,D2026014044,4,"Delivery was on time, no issues.",16:05.6
F01005129,D2026014055,5,"Excellent service, package arrived in perfect condition.",51:36.5
F01005130,D2026014057,5,Polite and professional driver.,58:50.3
F01005131,D2026014059,5,"On time as always, thanks! ï¿½ï¿½ï¿",50:54.8
F01005132,D2026014061,5,"On time as always, thanks!",51:49.6
F01005133,D2026014062,4,"Driver was okay, would recommend.",46:47.9
F01005134,D2026014063,3,Average experience.,50:10.6
F01005135,D2026014067,4,No problems with the delivery.,53:39.1
F01005136,D2026014068,2,Driver was rude on arrival.,32:05.4
F01005137,D2026014070,4,"Driver was okay, would recommend.",04:02.7
F01005138,D2026014071,5,"Smooth delivery, will use again.",10:00.5
F01005139,D2026014074,4,,51:03.1
F01005140,D2026014076,4,,49:11.3
F01005141,D2026014078,5,Driver was very friendly and on time.,35:31.2
F01005142,D2026014079,5,"Excellent service, package arrived in perfect condition.",16:43.4
F01005143,D2026014080,5,"Smooth delivery, will use again.",19:49.9
F01005144,D2026014081,5,"Excellent service, package arrived in perfect condition.",13:50.7
F01005145,D2026014089,4,"Came within the window, all good.",48:58.2
F01005146,D2026014091,5,"Smooth delivery, will use again.",36:21.6
F01005147,D2026014095,5,Driver was very friendly and on time.,01:17.6
F01005148,D2026014098,4,No problems with the delivery.,01:49.5
F01005149,D2026014099,4,"Delivery was on time, no issues.",19:15.0
F01005150,D2026014108,5,"Excellent service, package arrived in perfect condition.",28:28.5
F01005151,D2026014123,5,"Excellent service, package arrived in perfect condition.",51:51.9
F01005152,D2026014128,5,Polite and professional driver.,34:03.4
F01005153,D2026014133,5,"Delivered ahead of schedule, very impressed.",05:05.5
F01005154,D2026014138,,"Great experience, no complaints.",52:21.3
F01005155,D2026014139,5,Driver was very friendly and on time.,20:35.0
F01005156,D2026014144,5,"Great experience, no complaints.",23:33.6
F01005157,D2026014146,5,"Smooth delivery, will use again.",11:58.4
F01005158,D2026014149,4,"Reasonable speed, package was fine.",41:45.3
F01005159,D2026014150,4,,56:48.4
F01005160,D2026014153,5,,02:48.2
F01005161,D2026014155,5,,26:13.7
F01005162,D2026014159,4,"Came within the window, all good.",55:54.6
F01005163,D2026014164,4,"Reasonable speed, package was fine.",36:48.2
F01005164,D2026014165,4,"Delivery was on time, no issues.",33:35.7
F01005165,D2026014168,5,,10:21.0
F01005166,D2026014169,5,"Smooth delivery, will use again. ï¿",55:13.0
F01005167,D2026014170,4,"Came within the window, all good.",37:54.3
F01005168,D2026014172,5,"Delivered ahead of schedule, very impressed.",46:36.6
F01005169,D2026014174,,,11:19.4
F01005170,D2026014176,5,"Great experience, no complaints.",49:57.1
F01005171,D2026014180,4,Good service overall.,25:50.4
F01005172,D2026014183,4,"Came within the window, all good.",03:33.8
F01005173,D2026014184,5,"Excellent service, package arrived in perfect condition.",49:17.7
F01005174,D2026014185,4,No problems with the delivery.,22:39.4
F01005175,D2026014187,5,"Excellent service, package arrived in perfect condition.",08:50.6
F01005176,D2026014188,2,"Delivery was late, no update from the driver. Very late and no notification at all.",13:44.2
F01005177,D2026014189,5,"Delivered ahead of schedule, very impressed.",03:31.1
F01005178,D2026014192,5,"Excellent service, package arrived in perfect condition.",51:32.0
F01005179,D2026014197,4,"Delivery was on time, no issues.",25:16.7
F01005180,D2026014200,3,"Nothing special, nothing terrible.",33:26.2
F01005181,D2026014202,5,"Smooth delivery, will use again.",38:04.1
F01005182,D2026014203,4,,14:31.6
F01005183,D2026014210,5,"On time as always, thanks!",04:51.4
F01005184,D2026014212,5,"Driver called ahead, super helpful.",46:25.8
F01005185,D2026014214,5,,42:18.3
F01005186,D2026014215,5,Driver was very friendly and on time.,21:00.8
F01005187,D2026014217,4,"Delivery was on time, no issues.",04:13.7
F01005188,D2026014224,5,"Delivered ahead of schedule, very impressed.",18:33.2
F01005189,D2026014225,5,"Driver called ahead, super helpful.",58:01.1
F01005190,D2026014228,4,Good service overall.,42:16.4
F01005191,D2026014231,4,,36:32.4
F01005192,D2026014232,4,"Driver was okay, would recommend.",20:38.7
F01005193,D2026014234,4,,29:40.5
F01005194,D2026014236,,Polite and professional driver.,06:03.4
F01005195,D2026014239,,Delivery was acceptable.,16:28.9
F01005196,D2026014240,5,"Great experience, no complaints.",18:54.8
F01005197,D2026014241,3,,20:37.7
F01005198,D2026014244,5,"Smooth delivery, will use again.",57:02.4
F01005199,D2026014245,5,"Smooth delivery, will use again.",07:31.2
F01005200,D2026014247,5,"Excellent service, package arrived in perfect condition.",34:05.1
F01005201,D2026014248,4,,40:23.7
F01005202,D2026014254,5,Polite and professional driver.,15:47.5
F01005203,D2026014256,4,,15:19.1
F01005204,D2026014261,5,"Delivered ahead of schedule, very impressed.",37:00.9
